Area,PostCode,Lat,Lon
COMSTOCK PARK,49321,43.0734054,-85.6640365
CONKLIN,49403,43.1197182,-85.8690933
CONSTANTINE,49042,41.8578585,-85.6640365
COOKS,49817,45.9450741,-86.4802489
COOPERSVILLE,49404,43.0838956,-85.9508923
COPEMISH,49625,44.4568465,-85.8690933
CORAL,49322,43.3603266,-85.3446321
CORNELL,49818,45.9090811,-87.2526019
CORUNNA,48817,43.000306,-84.0378894
COVERT,49043,42.2745346,-86.2767995
COVINGTON,49919,46.4671546,-88.4393927
CRYSTAL,48818,43.2747852,-84.9193082
CRYSTAL FALLS,49920,46.1582182,-88.2945022
CURRAN,48728,44.7400133,-83.8260884
CURTIS,49820,46.2150621,-85.7107598
CUSTER,49405,43.8995916,-86.1955169
DAFTER,49724,46.3233979,-84.4359597
DAGGETT,49821,45.481961,-87.6364741
DANSVILLE,48819,42.5461033,-84.2910759
DECATUR,49045,42.1072145,-85.9917437
DEERTON,49822,46.4196661,-87.0142118
DEFORD,48729,43.4922744,-83.1863358
DELTON,49046,42.5183433,-85.4169211
DE TOUR VILLAGE,49725,45.994397,-83.9026421
DEWITT,48820,42.8722569,-84.5850997
DIMONDALE,48821,42.6517139,-84.6583745
DORR,49323,42.7280022,-85.7871663
DOWAGIAC,49047,41.9736986,-86.1344697
DOWLING,49050,42.4818088,-85.2411958
DRUMMOND ISLAND,49726,45.9939894,-83.6367685
EAGLE,48822,42.8411596,-84.7524482
EAST JORDAN,49727,45.1393985,-85.1276986
EAST LANSING,48823,42.758734,-84.448772
EAST LANSING,48824,42.724305,-84.4796047
EAST LANSING,48825,42.7293339,-84.4709918
EAST LEROY,49051,42.197355,-85.2515482
EAST TAWAS,48730,44.325768,-83.4643551
EATON RAPIDS,48827,42.5437604,-84.6479124
EAU CLAIRE,49111,42.0377521,-86.2767995
ECKERMAN,49728,46.3715731,-85.0666181
EDMORE,48829,43.3958457,-85.0441304
EDWARDSBURG,49112,41.7917622,-86.0325629
UNION,49130,41.775713,-85.8588594
ELK RAPIDS,49629,44.9171048,-85.4051107
ELKTON,48731,43.8360445,-83.1863358
ELLSWORTH,49729,45.1747675,-85.3005429
ELMIRA,49730,45.0540601,-84.8895541
ELSIE,48831,43.0948182,-84.375233
ELWELL,48832,43.4131328,-84.7837717
EMPIRE,49630,44.7990996,-85.9917437
ENGADINE,49827,46.1803552,-85.5545531
ESCANABA,49829,45.7738752,-87.1630507
ESSEXVILLE,48732,43.6119299,-83.7730237
EVART,49631,43.9024372,-85.2515482
EWEN,49925,46.5532424,-89.4049437
FAIRGROVE,48733,43.5169567,-83.6135572
FAIRVIEW,48621,44.7292469,-83.9744262
FALMOUTH,49632,44.2316729,-84.9609464
FARWELL,48622,43.8481927,-84.8776392
FELCH,49831,46.0541626,-87.7933738
FENNVILLE,49408,42.5832128,-86.1141045
FENWICK,48834,43.1349424,-85.0337392
FIFE LAKE,49633,44.5423049,-85.1686743
FOSTER CITY,49834,45.9679064,-87.7694753
FOUNTAIN,49410,44.0505126,-86.1548269
FOWLER,48835,43.0352846,-84.7524482
FOWLERVILLE,48836,42.6525748,-84.0801613
FRANKENMUTH,48734,43.37045,-83.7411631
FRANKFORT,49635,44.6186408,-86.1955169
FREDERIC,49733,44.7863318,-84.7524482
FREELAND,48623,43.5059061,-84.1224036
FREEPORT,49325,42.7579636,-85.3032811
FREE SOIL,49411,44.0925394,-86.2767995
FREMONT,49412,43.4685143,-85.9100089
FRUITPORT,49415,43.1669959,-86.1141045
FULTON,49052,42.1107566,-85.3032811
GAASTRA,49927,46.0572143,-88.5920165
GAGETOWN,48735,43.659359,-83.2613054
GALESBURG,49053,42.2914097,-85.3859519
GALIEN,49113,41.8062924,-86.4794359
GARDEN,49835,45.7568951,-86.5449636
GAYLORD,49735,44.9858952,-84.6270618
GERMFASK,49836,46.1931191,-85.8963827
GLADSTONE,49837,45.8528118,-87.0218083
GLADWIN,48624,44.076893,-84.4802606
GLEN ARBOR,49636,44.8641585,-85.9815339
GLENNIE,48737,44.5457923,-83.6986568
GOBLES,49055,42.3785948,-85.8690933
GOETZVILLE,49736,46.0778266,-84.1304316
GOULD CITY,49838,46.0149094,-85.7300198
GOWEN,49326,43.2437802,-85.3239605
GRAND HAVEN,49417,43.0147008,-86.1955169
GRAND JUNCTION,49056,42.3857578,-86.0733498
GRAND LEDGE,48837,42.7243308,-84.7524482
GRAND RAPIDS,49503,42.9616689,-85.6588999
GRAND RAPIDS,49504,42.9880623,-85.7153754
GRAND RAPIDS,49505,43.0043693,-85.6332093
GRAND RAPIDS,49506,42.9411011,-85.6100387
GRAND RAPIDS,49507,42.9274782,-85.6537627
GRAND RAPIDS,49508,42.8683658,-85.6332093
WYOMING,49509,42.8948162,-85.6897121
GRAND RAPIDS,49512,42.8846539,-85.5509164
WYOMING,49519,42.8959695,-85.7205065
GRAND RAPIDS,49525,43.0314956,-85.5817911
GRAND RAPIDS,49534,42.9709309,-85.7769164
GRAND RAPIDS,49544,43.0283952,-85.7564107
GRAND RAPIDS,49546,42.9219281,-85.5097226
GRAND RAPIDS,49548,42.8644771,-85.6588999
GRANDVILLE,49418,42.8737472,-85.7769164
GRANT,49327,43.3500543,-85.8281458
GRAWN,49637,44.6298276,-85.7153754
GRAYLING,49738,44.687947,-84.6479124
GREENBUSH,48738,44.5527127,-83.3254958
GREENVILLE,48838,43.1731842,-85.2515482
GULLIVER,49840,45.9931279,-86.0120796
GWINN,49841,46.2195586,-87.4714881
HALE,48739,44.3647476,-83.8260884
HAMILTON,49419,42.6586454,-86.0325629
HANCOCK,49930,47.1470492,-88.5893195
HARBOR SPRINGS,49740,45.5113315,-85.0211732
HARRIETTA,49638,44.2650883,-85.7871663
HARRISON,48625,44.0565054,-84.8567932
HARRISVILLE,48740,44.6388917,-83.357567
HART,49420,43.6927521,-86.2970998
HARTFORD,49057,42.1917096,-86.1548269
HASLETT,48840,42.7546309,-84.3647199
HASTINGS,49058,42.6306916,-85.2929384
HAWKS,49743,45.2488457,-83.8877632
HEMLOCK,48626,43.433426,-84.2067992
HENDERSON,48841,43.0976851,-84.238417
HERMANSVILLE,49847,45.7462286,-87.6145527
HERRON,49744,44.9925247,-83.6618593
HERSEY,49639,43.8312621,-85.3756249
HESPERIA,49421,43.5894707,-86.0733498
HESSEL,49745,46.0594259,-84.531133
HICKORY CORNERS,49060,42.4289034,-85.3859519
HILLMAN,49746,45.0261032,-83.9352816
HOLLAND,49423,42.7381514,-86.0733498
HOLLAND,49424,42.8564729,-86.1141045
HOLT,48842,42.6272648,-84.5536678
HOLTON,49425,43.4371449,-86.1141045
HONOR,49640,44.7256467,-86.0325629
HOPE,48628,43.784365,-84.3331694
HOPKINS,49328,42.6483881,-85.7461548
DODGEVILLE,49921,47.094589,-88.5828292
HOUGHTON,49931,47.0979653,-88.5606025
HOUGHTON LAKE,48629,44.2997981,-84.7942091
HOWARD CITY,49329,43.4146453,-85.4994192
HOWELL,48855,42.6827001,-83.9108968
HUBBARD LAKE,49747,44.8597126,-83.6266144
HUBBARDSTON,48845,43.1073186,-84.8463673
HUDSONVILLE,49426,42.8479125,-85.8690933
IDLEWILD,49642,43.8753829,-85.7769164
INDIAN RIVER,49749,45.4171239,-84.6098301
INGALLS,49848,45.383343,-87.6496105
INTERLOCHEN,49643,44.6433789,-85.8281458
IONIA,48846,43.0095074,-85.0441304
IRON MOUNTAIN,49801,45.8329034,-88.0583849
KINGSFORD,49802,45.7976609,-88.0802887
IRON RIVER,49935,46.1643834,-88.7773357
IRONS,49644,44.1179866,-85.9100089
IRONWOOD,49938,46.454128,-90.1688295
ISHPEMING,49849,46.4547129,-87.7001071
ITHACA,48847,43.259465,-84.5850997
JENISON,49428,42.9242371,-85.8281458
JOHANNESBURG,49751,45.0478607,-84.3598126
JONES,49061,41.892548,-85.7974141
KALAMAZOO,49001,42.2593625,-85.5715015
PORTAGE,49002,42.1805732,-85.5715015
KALAMAZOO,49004,42.3279958,-85.5695632
KALAMAZOO,49006,42.3010755,-85.6332093
KALAMAZOO,49007,42.3042239,-85.5869352
KALAMAZOO,49008,42.2609411,-85.612648
KALAMAZOO,49009,42.2956109,-85.6639168
PORTAGE,49024,42.2121034,-85.6229296
KALAMAZOO,49048,42.2766433,-85.5097226
KALEVA,49645,44.377423,-86.0223611
KALKASKA,49646,44.7067138,-85.0649071
KAWKAWLIN,48631,43.6907603,-83.9955879
KENT CITY,49330,43.2312645,-85.7461548
KEWADIN,49648,44.9993306,-85.3605974
KINGSLEY,49649,44.5770056,-85.56121
KINGSTON,48741,43.4155549,-83.1863358
KINROSS,49752,46.2638906,-84.4973368
LACHINE,49753,44.9429427,-83.7807811
LAINGSBURG,48848,42.9009971,-84.375233
LAKE,48632,43.8517845,-85.0051878
LAKE ANN,49650,44.7295961,-85.8793252
LAKE CITY,49651,44.4096844,-85.1479364
LAKE LEELANAU,49653,44.9766506,-85.737864
LAKE LINDEN,49945,47.1437077,-88.339342
LAKE ODESSA,48849,42.818789,-85.1271907
LAKESIDE,49116,41.854116,-86.6686635
LAKEVIEW,48850,43.444816,-85.2929384
LANSE,49946,46.7566255,-88.452979
LANSING,48906,42.7842327,-84.5746243
LANSING,48910,42.7043124,-84.5327038
LANSING,48911,42.6663024,-84.5536678
LANSING,48912,42.7376689,-84.5169757
LANSING,48915,42.737853,-84.5720052
LANSING,48917,42.7287542,-84.6374484
LANSING,48924,42.6875419,-84.5005879
LANSING,48933,42.7371075,-84.5562878
LAWRENCE,49064,42.2269742,-86.0325629
LAWTON,49065,42.1408714,-85.8281458
LELAND,49654,45.0889493,-86.0003216
LEONIDAS,49066,42.0334481,-85.3446321
LEROY,49655,44.0415138,-85.3962769
LEVERING,49755,45.6521002,-84.7814432
LEWISTON,49756,44.8212897,-84.3121264
LINCOLN,48742,44.7186466,-83.4430118
LINWOOD,48634,43.7423692,-84.0695961
LONG LAKE,48743,44.4398332,-83.8658569
LOWELL,49331,42.9440633,-85.3342973
LUDINGTON,49431,43.9823555,-86.3984793
LUPTON,48635,44.4114481,-83.9955879
LUTHER,49656,44.0542911,-85.7256372
LUZERNE,48636,44.6144607,-84.2910759
LYONS,48851,42.9652441,-84.9193082
MC BAIN,49657,44.2027948,-85.1686743
MC MILLAN,49853,46.3228189,-85.7700582
MACKINAW CITY,49701,45.7650696,-84.7607599
MANCELONA,49659,44.9112157,-85.0409183
MANISTEE,49660,44.2205682,-86.1344697
MANISTIQUE,49854,45.957739,-86.2462392
MANTON,49663,44.4199517,-85.3962769
MAPLE CITY,49664,44.8709615,-85.9100089
MARCELLUS,49067,42.0208613,-85.7871663
MARENISCO,49947,46.4003256,-89.6459064
MARION,49665,44.1071769,-85.1479364
MARNE,49435,43.0313999,-85.8383857
MARQUETTE,49855,46.5477714,-87.3956241
MARSHALL,49068,42.2637126,-84.9609464
MARTIN,49070,42.5365662,-85.6332093
MASON,48854,42.593444,-84.4592701
MASS CITY,49948,46.7048044,-88.9981042
MATTAWAN,49071,42.2277151,-85.7769164
MAYVILLE,48744,43.3488002,-83.357567
MEARS,49436,43.6793493,-86.4794359
MECOSTA,49332,43.6350166,-85.2515482
MENDON,49072,42.0083382,-85.4581859
MENOMINEE,49858,45.2175106,-87.5784493
MERRILL,48637,43.4013183,-84.3331694
MERRITT,49667,44.3809026,-84.9193082
MESICK,49668,44.4131141,-85.7051116
MICHIGAMME,49861,46.4648172,-88.2761265
MIDDLETON,48856,43.1900525,-84.7524482
MIDDLEVILLE,49333,42.6764161,-85.4581859
MIDLAND,48640,43.5932134,-84.3331694
MIDLAND,48642,43.7600155,-84.2278796
MIKADO,48745,44.5713463,-83.4856913
MILLERSBURG,49759,45.4291078,-84.088765
MILLINGTON,48746,43.2455204,-83.570964
MIO,48647,44.5838733,-84.059029
MOHAWK,49950,47.394698,-88.1344569
MONTAGUE,49437,43.4464349,-86.3984793
MORAN,49760,46.0594104,-84.9464836
MORLEY,49336,43.4882874,-85.4169211
MORRICE,48857,42.8413513,-84.1540659
MOUNT PLEASANT,48858,43.6151255,-84.7942091
MUIR,48860,43.042807,-84.9193082
MULLIKEN,48861,42.7216373,-84.9088938
MUNGER,48747,43.5240167,-83.7411631
MUNISING,49862,46.4301821,-86.6963578
MUSKEGON,49440,43.2417401,-86.2539519
MUSKEGON,49441,43.2123878,-86.317392
MUSKEGON,49442,43.24433,-86.1141045
MUSKEGON,49444,43.1790617,-86.1853474
MUSKEGON,49445,43.2883524,-86.2767995
NASHVILLE,49073,42.5846791,-85.1271907
NATIONAL CITY,48748,44.3554294,-83.6561215
NAUBINWAY,49762,46.1501399,-85.2784131
NEGAUNEE,49866,46.4512661,-87.5342322
NEWAYGO,49337,43.4225427,-85.7051116
NEWBERRY,49868,46.5025918,-85.4386459
NEW BUFFALO,49117,41.7839196,-86.7315785
NEW ERA,49446,43.5524853,-86.4086061
NILES,49120,41.8177914,-86.2158497
NISULA,49952,46.7223871,-88.8144437
NORTHPORT,49670,45.1223258,-85.6329234
NORWAY,49870,45.8182735,-87.9024984
NUNICA,49448,43.0974932,-86.0631561
OAKLEY,48649,43.153545,-84.1962563
OKEMOS,48864,42.698235,-84.406761
OLIVET,49076,42.4171508,-84.8776392
OMER,48749,44.0557517,-83.8791074
ONAWAY,49765,45.3412382,-84.2151622
ONEKAMA,49675,44.3836478,-86.2056843
ONTONAGON,49953,46.7849844,-89.4001021
ORLEANS,48865,43.079565,-85.0960576
OSCODA,48750,44.4587227,-83.4856913
OSSINEKE,49766,44.9065814,-83.4646133
OTSEGO,49078,42.4526206,-85.7461548
OVID,48866,42.9786141,-84.375233
OWENDALE,48754,43.7331725,-83.2184763
OWOSSO,48867,43.0089792,-84.2067992
PARADISE,49768,46.6087783,-85.2019472
PARIS,49338,43.7646096,-85.6229296
PAW PAW,49079,42.2226787,-85.9100089
PELKIE,49958,46.7788348,-88.6689004
PELLSTON,49769,45.5699594,-84.8501527
PENTWATER,49449,43.7546593,-86.438974
PERRINTON,48871,43.1567196,-84.6583745
PERRONVILLE,49873,45.9147093,-87.4982877
PERRY,48872,42.7759565,-84.2067992
PETOSKEY,49770,45.3540431,-84.8782707
PEWAMO,48873,42.9910861,-84.8463673
PICKFORD,49774,46.182659,-84.3085645
PIERSON,49339,43.337612,-85.4994192
PIGEON,48755,43.8030479,-83.2720082
PINCONNING,48650,43.8232143,-83.9744262
PLAINWELL,49080,42.446414,-85.5817911
POINTE AUX PINS,49775,45.731352,-84.4551194
PORTLAND,48875,42.8486784,-84.9193082
POSEN,49776,45.234732,-83.6296489
POTTERVILLE,48876,42.6555798,-84.7420032
POWERS,49874,45.7436299,-87.4928554
PRESCOTT,48756,44.2028231,-83.9744262
PRESQUE ISLE,49777,45.2819607,-83.4658332
PRUDENVILLE,48651,44.2562366,-84.6688348
PULLMAN,49450,42.4737307,-86.0631561
QUINCY,49082,41.9443759,-84.8776392
QUINNESEC,49876,45.8004046,-87.9643351
RAPID CITY,49676,44.8098669,-85.2929384
RAPID RIVER,49878,45.9375476,-86.8775907
RAVENNA,49451,43.2200784,-85.971322
REED CITY,49677,43.9140678,-85.5406209
REESE,48757,43.4449572,-83.6986568
REMUS,49340,43.6297897,-85.1271907
REPUBLIC,49879,46.3840479,-88.035414
BENTLEY,48613,43.9662887,-84.1646163
RHODES,48652,43.8542818,-84.2067992
RICHLAND,49083,42.3733085,-85.4684971
RIVERDALE,48877,43.3774911,-84.8463673
ROCK,49880,46.1374501,-87.230582
ROCKFORD,49341,43.1243465,-85.4788065
RODNEY,49342,43.6767123,-85.3342973
ROGERS CITY,49779,45.3979228,-83.855749
ROSCOMMON,48653,44.4626923,-84.6479124
ROSEBUSH,48878,43.7198792,-84.7837717
ROSE CITY,48654,44.4379493,-84.1435136
ROTHBURY,49452,43.5194646,-86.2767995
RUDYARD,49780,46.1995394,-84.6584301
SAGINAW,48601,43.4157871,-83.8685072
SAGINAW,48602,43.4304646,-83.9638426
SAGINAW,48603,43.4530016,-84.0273168
SAGINAW,48604,43.5072348,-83.9638426
SAGINAW,48607,43.4313247,-83.9347281
SAGINAW,48609,43.3885035,-84.0801613
SAGINAW,48638,43.4145865,-84.0273168
SAGOLA,49881,46.0960304,-87.9940961
SAINT CHARLES,48655,43.295541,-84.1435136
SAINT HELEN,48656,44.379392,-84.4802606
SAINT IGNACE,49781,46.0316836,-84.7552977
BEAVER ISLAND,49782,45.6844445,-85.5462048
SAINT JOHNS,48879,43.0011205,-84.5591239
SAINT JOSEPH,49085,42.0537084,-86.4693235
SAINT LOUIS,48880,43.4519585,-84.5850997
SAND LAKE,49343,43.2906158,-85.5303235
SANFORD,48657,43.7121308,-84.4172666
SARANAC,48881,42.9000854,-85.2101269
SAUGATUCK,49453,42.6533748,-86.1650024
SAULT SAINTE MARIE,49783,46.4313095,-84.2810691
KINCHELOE,49788,46.2572805,-84.4599046
SAWYER,49125,41.8989487,-86.5905371
SCHOOLCRAFT,49087,42.1363406,-85.7051116
SCOTTS,49088,42.1938077,-85.4066
SCOTTVILLE,49454,43.9403785,-86.2767995
SEARS,49679,43.8982293,-85.1851673
SEBEWAING,48759,43.7342896,-83.4003037
SENEY,49883,46.4852005,-86.0053592
SHELBY,49455,43.6001531,-86.3984793
SHELBYVILLE,49344,42.6046603,-85.6229296
SHEPHERD,48883,43.5326806,-84.6688348
SHERIDAN,48884,43.2030471,-85.0441304
SHERWOOD,49089,41.9982709,-85.2101269
SHINGLETON,49884,46.4199058,-86.3573049
SIDNEY,48885,43.2553215,-85.1375645
SILVERWOOD,48760,43.3335504,-83.2613054
SIX LAKES,48886,43.4011689,-85.1686743
SKANDIA,49885,46.3668916,-87.2082736
SKANEE,49962,46.8290826,-88.1086978
SODUS,49126,42.0307812,-86.3680869
SOUTH BOARDMAN,49680,44.6208927,-85.2515482
SOUTH BRANCH,48761,44.5197685,-83.9108968
SOUTH HAVEN,49090,42.3912071,-86.2361744
SPALDING,49886,45.6938102,-87.4895979
SPARTA,49345,43.152402,-85.7051116
SPRING LAKE,49456,43.1022979,-86.2056843
BLACK RIVER,48721,44.8156286,-83.3447315
SPRUCE,48762,44.7957837,-83.4856913
STANDISH,48658,43.9910391,-83.9108968
STANTON,48888,43.3206059,-85.0856761
STANWOOD,49346,43.565082,-85.4169211
STEPHENSON,49887,45.4592684,-87.4571568
STERLING,48659,44.1093153,-83.9955879
STEVENSVILLE,49127,42.005794,-86.5198651
STURGIS,49091,41.8102387,-85.4581859
SUMNER,48889,43.3077243,-84.7942091
SUNFIELD,48890,42.7633744,-84.9713512
SUTTONS BAY,49682,44.9719831,-85.6144005
TAWAS CITY,48763,44.2398928,-83.6135572
TEKONSHA,49092,42.1061186,-84.9609464
THOMPSONVILLE,49683,44.5336142,-85.9100089
THREE OAKS,49128,41.8099333,-86.6006249
THREE RIVERS,49093,41.9751647,-85.6229296
TOIVOLA,49965,46.9364683,-88.9080862
TRAVERSE CITY,49684,44.8245398,-85.6640365
TRAVERSE CITY,49685,44.7138218,-85.7051116
TRAVERSE CITY,49686,44.8474167,-85.5303235
TRAVERSE CITY,49696,44.6684298,-85.4994192
TRENARY,49891,46.2282291,-87.0341366
TROUT CREEK,49967,46.4346578,-88.9673213
TRUFANT,49347,43.3016657,-85.3239605
TURNER,48765,44.1335267,-83.7411631
TUSTIN,49688,44.1388793,-85.4581859
TWINING,48766,44.102564,-83.8685072
TWIN LAKE,49457,43.3628397,-86.1955169
UNION CITY,49094,42.0343158,-85.1271907
UNION PIER,49129,41.8273258,-86.6862879
UNIONVILLE,48767,43.6628264,-83.4856913
VANDALIA,49095,41.8962413,-85.899783
VANDERBILT,49795,45.1519857,-84.5744062
VASSAR,48768,43.3610042,-83.570964
VERMONTVILLE,49096,42.6184084,-85.0025539
VESTABURG,48891,43.4288442,-84.9193082
VICKSBURG,49097,42.1284707,-85.4994192
LORETTO,49852,45.7846612,-87.8178474
VULCAN,49892,45.7680253,-87.75465
WAKEFIELD,49968,46.477708,-89.881995
WALKERVILLE,49459,43.7440983,-86.1141045
WALLACE,49893,45.2932752,-87.6120353
WATERSMEET,49969,46.2450049,-89.2528845
WATERVLIET,49098,42.1549524,-86.2361744
WATTON,49970,46.4887299,-88.6214377
WAYLAND,49348,42.6828191,-85.6229296
WEBBERVILLE,48892,42.6281757,-84.1751648
WEIDMAN,48893,43.6608819,-84.9609464
WELLS,49894,45.7834505,-87.0721818
WELLSTON,49689,44.2317005,-85.9100089
WEST BRANCH,48661,44.2914755,-84.2278796
WEST OLIVE,49460,42.9356535,-86.1548269
WESTPHALIA,48894,42.9208032,-84.7942091
WETMORE,49895,46.1981624,-86.6389015
WHEELER,48662,43.4438919,-84.4172666
WHITE CLOUD,49349,43.5962026,-85.7256372
WHITEHALL,49461,43.376782,-86.3275351
WHITTEMORE,48770,44.2515833,-83.8260884
WILLIAMSBURG,49690,44.7775113,-85.4169211
WILLIAMSTON,48895,42.702277,-84.2910759
WILSON,49896,45.7030659,-87.3743177
WOLVERINE,49799,45.2873586,-84.6556478
WOODLAND,48897,42.7120605,-85.1375645
ZEELAND,49464,42.8522633,-85.9917437
